@id	name	ele	@lat	@lon
10797352139	Leitenbühl	752	48.8596187	13.1576675
10797352153	Kleiner Rachelberg	796	48.8586870	13.1729936
10797352204	Schanzenberg	758	48.8558705	13.1968975
10798951134	Tannenberg	431	48.8711511	12.9491365
10805611532	Kirchberg	675	48.9751820	12.9357469
10805617737	Lindenauer Berg	690	48.9608560	12.9323137
10805635109	Achslacher Berg	696	48.9674983	12.9475379
10805635143	Hochgartenberg	675	48.9578128	12.9563302
10805637321	Eisberg	717	48.9631876	12.9422271
10817080564	Eschbühl	579	48.8368991	13.1924236
10825618505	Ochsenberg	648	48.7935611	13.2347482
10828037447	Schlosshügel	381	48.7664862	13.1389403
10830548544	Eierbühl	402	48.7434201	13.1457424
10830602551	Hilkeringer Bühl	416	48.7608710	13.1853533
10830602568	Kreuzbühl	439	48.7717331	13.1846935
10830747342	Eisenberg	562	48.7928143	13.2007599
10830747386	Hohenburg	608	48.7959029	13.1924450
10831423855	Imkenberg	525	48.7676813	13.2294381
10831426247	Strachinger Höhe	553	48.7806064	13.2142997
10831544040	Hummelberg	387	48.7264409	13.2127172
10831544041	Priefinger Berg	411	48.7252873	13.2473069
10831567192	Ellerberg	387	48.7407740	13.2060170
10831567636	Steinbühl	443	48.7467240	13.2282150
10832824531	Gschwendtner Berg	446	48.7080755	13.1934750
10832824752	Forchenhügel	430	48.7127551	13.2179797
10833691038	Mühlberg	410	48.7255244	13.1481564
10833691055	Steinhügel	401	48.7302802	13.1564283
10833710753	Steinriegel	465	48.7110065	13.1695068
10837908822	Kreuzhügel	354	48.7319645	13.0884933
10837910020	Sonnenhügel	410	48.7175333	13.1077409
10840323509	Metzgerhügel	345	48.7295513	13.0767024
10847102084	Himmelberg	360	48.8581505	12.9000628
10855568411	Geigenbühl	356	48.8678731	12.8679514
10857860894	Kühberg	392	48.9031935	12.8664601
10859184955	Riedberg	999	48.9442217	12.9019779
10863886438	Sollenberg	774	48.9688647	12.9043114
10873366103	Kühberg	942	48.9763229	12.8960287
10873411590	Farrenbühl	646	48.9590949	12.9206729
10892645446	Geißberg	909	48.9924326	12.9081953
10920216277	Oberer Berg	811	48.9640752	12.8473306
10920219678	Höhenberg	690	48.9261333	12.8570831
10933584052	Rettenbacher Leiten	740	48.9764795	12.8454934
10933603493	1032		48.9899193	12.8730489
10933603495	Dachsberg	812	48.9820935	12.8547281
11065418736	Weizriegel	690	49.0074680	13.1201247
